,price_level,rating,user_ratings_total,lat,lng,names_clean,contacts,full_address,district,zip_code,opening_hours,food_type,food_type_2,phone,user_ratings_yelp,rating_yelp,price_level_yelp
1144,,4.0,67.0,52.5098077,13.4983755,lavendel viet,"[{'phone': [{'value': '+493021960367'}], 'www': [{'value': 'https://lavendel.eatbu.com'}]}]","Lavendel Viet, Weitlingstraße 13A, 10317 Berlin, Deutschland","['Friedrichsfelde', 'Lichtenberg', 'Rummelsburg']",10317,Mon-Fri: 11:00 - 22:30,asian,chinese,493021960367.0,,,
1145,,4.5,171.0,52.5131719,13.3942788,lavida wine club,"[{'phone': [{'value': '+493023920610'}], 'www': [{'value': 'http://www.lavidawineclub.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': 'https://app.resmio.com/lavida-wine-club/widget', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@lavidawineclub.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Lavida Wine Club, Taubenstraße 20, 10117 Berlin, Deutschland",Mitte,10117,Mon-Sat: 17:00 - 23:00,european,european,493023920610.0,,,
1146,3.0,4.6,172.0,52.4996249,13.3878878,le bon mori,"[{'phone': [{'value': '+493025291246'}], 'www': [{'value': 'http://www.lebonmori.de'}], 'email': [{'value': 'info@lebonmori.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Le Bon Mori, Stresemannstraße 21, 10963 Berlin, Deutschland","['Tiergarten', 'Kreuzberg']",10963,Tue-Fri: 17:30 - 23:00,european,french,493025291246.0,,,
1147,,4.1,63.0,52.4893065,13.3944412,le bretagne,"[{'phone': [{'value': '+4917696384864', 'categories': [{'id': '100-1000-0000'}, {'id': '600-6300-0244'}]}, {'value': '+493021463394'}, {'value': '+493022019664', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}], 'www': [{'value': 'http://www.lebretagne.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}, {'id': '100-1100-0010'}]}]}]","Le Bretagne, Marheinekeplatz 15, 10961 Berlin, Deutschland",Kreuzberg,10961,Mon-Fri: 08:00 - 20:00,european,creperies,4917696384864.0,,,
1148,,4.8,34.0,52.4527152,13.3305374,le canard,"[{'phone': [{'value': '+493098424465'}], 'www': [{'value': 'http://www.lecanardberlin.de'}], 'email': [{'value': 'info@lecanardberlin.de'}]}]","Le Canard, Klingsorstraße 8, 12167 Berlin, Deutschland",Steglitz,12167,Tue-Sat: 16:00 - 23:00,european,mediterranean,493098424465.0,,,
1149,,4.6,220.0,52.5025175,13.3321849,le faubourg,"[{'phone': [{'value': '+49308009990'}, {'value': '+49308009997700'}, {'value': '+493080099999'}], 'fax': [{'value': '030 80099999', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://lefaubourg.berlin', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': 'http://lefaubourg.berlin/de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.concorde-hotels.com/concordeberlin', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'lefaubourg@concorde-hotels.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Restaurant le Faubourg, Augsburger Straße 41, 10789 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf', 'Schöneberg']",10789,Mon-Sat: 12:00 - 15:00,european,german,49308009990.0,,,
1150,1.0,4.6,197.0,52.5588452,13.4138524,le minh,[{'phone': [{'value': '+491746401377'}]}],"Le Minh, Vinetastraße, 13189 Berlin, Deutschland",Pankow,13189,,asian,asian,491746401377.0,,,
1151,2.0,4.4,197.0,52.4782582,13.3289582,le moon,"[{'phone': [{'value': '+49308536831'}, {'value': '+4949308536831'}], 'www': [{'value': 'https://lemoon.eatbu.com'}], 'email': [{'value': 'ausgangsrechnung@omnea.de'}]}]","Le Moon, Bundesplatz 12, 10715 Berlin, Deutschland",Wilmersdorf,10715,Mon-Sun: 11:30 - 23:00,asian,chinese,49308536831.0,,,
1152,,3.8,6.0,52.487615,13.4208787,le petit,,"Le Petit, Hasenheide 14, 10967 Berlin, Deutschland","['Kreuzberg', 'Neukölln']",10967,,snacks,sandwiches,,,,
1153,,0.0,0.0,52.51674269999999,13.2971314,le piaf,"[{'phone': [{'value': '+49303422040'}, {'value': '+4949303422040'}], 'www': [{'value': 'le-piaf.de'}], 'email': [{'value': 'info@le-piaf.de'}]}]","Le Piaf, Schloßstraße 60, 14059 Berlin, Deutschland","['Charlottenburg', 'Westend']",14059,Tue-Sat: 17:30 - 23:59,european,french,49303422040.0,,,
1154,2.0,4.7,164.0,52.4954244,13.4214598,le saint amour,"[{'phone': [{'value': '+491759122609'}, {'value': '+493069564600'}], 'www': [{'value': 'http://m.facebook.com/pages/category/French-Restaurant/Le-saint-amour-385900878130801/?locale2=de_DE'}, {'value': 'lesaintamour.de'}], 'email': [{'value': 'info@lesaintamour.de'}, {'value': 'lesaintamour@hotmail.com'}]}]","Le Saint Amour, Maybachufer 2, 12047 Berlin, Deutschland",Neukölln,12047,Tue-Sat: 18:30 - 23:59,european,french,491759122609.0,,,
1155,2.0,4.2,807.0,52.5242336,13.4073825,lebensmittel in mitte,"[{'phone': [{'value': '+493027596130'}], 'www': [{'value': 'http://www.lebensmittel-in-mitte.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0006'}]}, {'value': 'https://www.facebook.com/Lebensmittel-In-Mitte-339043246493630', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'lebensmittel-in-mitte@email.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Lebensmittel in Mitte, Rochstraße 2, 10178 Berlin, Deutschland",Mitte,10178,Mon-Sat: 12:00 - 01:00,european,german,493027596130.0,,,
1156,2.0,4.6,447.0,52.5441305,13.4204094,lecker song,"[{'phone': [{'value': '+493026374447'}], 'www': [{'value': 'https://www.facebook.com/leckersong.berlin'}]}]","Lecker Song, Schliemannstraße 19, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Fri: 17:00 - 22:00,asian,chinese,493026374447.0,,,
1157,1.0,4.5,521.0,52.5085113,13.4971136,ledi,"[{'phone': [{'value': '+493063962115'}], 'www': [{'value': 'http://ledi-pizzeria.de'}, {'value': 'http://www.pizzeria-ledi.de'}], 'email': [{'value': 'info@pizzeria-ledi.de'}]}]","Pizzeria Ledi, Weitlingstraße 28, 10317 Berlin, Deutschland","['Friedrichsfelde', 'Lichtenberg', 'Rummelsburg']",10317,Mon-Fri: 15:00 - 23:00,european,pizza,493063962115.0,,,
1158,,4.5,366.0,52.5315884,13.4170378,leibhaftig,"[{'phone': [{'value': '+493054815039'}], 'www': [{'value': 'http://www.leibhaftig.com', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@leibhaftig.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Leibhaftig, Metzer Straße 30, 10405 Berlin, Deutschland",Prenzlauer Berg,10405,Mon-Sat: 18:00 - 24:00,european,german,493054815039.0,,,
1159,2.0,4.2,291.0,52.50289679999999,13.3136433,leibnizklause,"[{'phone': [{'value': '+49303237068'}, {'value': '+4949303237068', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 32704259', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'www': [{'value': 'http://www.leibniz-klause.de'}, {'value': 'http://www.leibniz-klause.de/de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@leibniz-klause.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Leibniz-Klause, Leibnizstraße 46, 10629 Berlin, Deutschland",Charlottenburg,10629,Mon-Sun: 12:00 - 23:30,european,german,49303237068.0,,,
1160,,4.3,478.0,52.5496448,13.3512254,leis kuche,"[{'phone': [{'value': '+4917682339880'}], 'www': [{'value': 'http://m.facebook.com/pages/Leis-K%C3%BCche/227179941199830', 'categories': [{'id': '100-1000-0009'}]}]}]","Lei's Küche, Seestraße 41, 13353 Berlin, Deutschland","['Charlottenburg-Nord', 'Wedding', 'Gesundbrunnen']",13353,,asian,chinese,4917682339880.0,,,
1161,1.0,4.3,274.0,52.53384459999999,13.4097872,lemon grass scent,"[{'phone': [{'value': '+493040576985'}], 'www': [{'value': 'http://www.lemongrass-berlin.de'}], 'email': [{'value': 'lemongrassscent.berlin@gmail.com'}]}]","Lemon Grass Scent, Schwedter Straße 12, 10119 Berlin, Deutschland","['Mitte', 'Prenzlauer Berg']",10119,Mon-Fri: 11:30 - 23:59,asian,japanese,493040576985.0,,,
1162,2.0,4.2,1058.0,52.5124911,13.4571816,lemongrass,"[{'phone': [{'value': '+4915202608761'}, {'value': '+4917696839551'}, {'value': '+493033091196'}, {'value': '+49303309119698'}]}]","Lemongrass, Quedlinburger Straße 45, 10589 Berlin, Deutschland","['Charlottenburg', 'Charlottenburg-Nord']",10589,Mon-Fri: 11:00 - 22:00,asian,japanese,4915202608761.0,,,
1163,2.0,4.5,148.0,52.4443133,13.5057606,lenders,"[{'phone': [{'value': '+493064495968'}, {'value': '+493091693540'}], 'www': [{'value': 'http://Restaurant-lenders.net', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.restaurant-lenders.de'}, {'value': 'https://restaurant-lenders.eatbu.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Lenders, Winckelmannstraße 9, 12487 Berlin, Deutschland","['Baumschulenweg', 'Johannisthal', 'Adlershof']",12487,Mon-Sun: 15:00 - 12:00,european,german,493064495968.0,,,
1164,,4.9,25.0,52.5068737,13.2915373,lenhardt,"[{'phone': [{'value': '+493030103523'}, {'value': '+493049962751'}], 'www': [{'value': 'http://lenhardtliefert.de'}]}]","Restaurant Lenhardt, Neue Kantstraße 7, 14057 Berlin, Deutschland","['Charlottenburg', 'Westend']",14057,Mon-Sun: 12:00 - 20:00,russian,german,493030103523.0,,,
1165,2.0,4.4,381.0,52.4874567,13.3498255,lenzig,"[{'phone': [{'value': '+49307811719'}], 'www': [{'value': 'http://www.restaurant-lenzig.de'}, {'value': 'http://www.restaurant-lenzig.net'}], 'email': [{'value': 'restaurant-lenzig@web.de'}]}]","Lenzig, Eisenacher Straße 75, 10823 Berlin, Deutschland",Schöneberg,10823,Mon-Sun: 09:30 - 23:59,european,german,49307811719.0,,,
1166,2.0,4.7,304.0,52.5634014,13.4191818,leo e pepe,"[{'phone': [{'value': '+493047370900'}, {'value': '+49493047370900'}], 'www': [{'value': 'http://www.leoepepe.de'}]}]","Leo E Pepe, Binzstraße 16, 13189 Berlin, Deutschland",Pankow,13189,Mon-Fri: 16:00 - 23:00,european,mediterranean,493047370900.0,,,
1167,1.0,4.1,514.0,52.49984,13.30789,leonidas,"[{'phone': [{'value': '+493092146990'}], 'www': [{'value': 'https://leonidas-food.de/de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0004'}, {'id': '100-1000-0009'}]}, {'value': 'https://www.facebook.com/Leonidas-Food-1983704225232817', 'categories': [{'id': '100-1000-0004'}, {'id': '100-1000-0009'}]}]}]","Leonidas, Kurfürstendamm 165, 10707 Berlin, Deutschland","['Charlottenburg', 'Wilmersdorf']",10707,"Mon-Thu: 00:00 - 03:00, 10:00 - 23:59",mediterranean,greek,493092146990.0,,,
1168,2.0,4.6,347.0,52.5412949,13.4108581,les valseuses,"[{'phone': [{'value': '+49302824474', 'categories': [{'id': '700-7200-0264'}]}, {'value': '+493075522032'}], 'www': [{'value': 'lesvalseuses.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'lesvalseuses@web.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Les Valseuses, Eberswalder Straße 28, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Sun: 18:30 - 23:00,european,pizza,49302824474.0,,,
1169,2.0,4.5,219.0,52.527491,13.3385216,lesendro,[{'phone': [{'value': '+4915770885967'}]}],"Lesendro, Bugenhagenstraße 19, 10551 Berlin, Deutschland",Moabit,10551,Mon: 16:00 - 22:00,mediterranean,fish,4915770885967.0,,,
1170,2.0,4.5,161.0,52.4767186,13.424391,leustache,"[{'phone': [{'value': '+4915750859998'}, {'value': '+4917682694740'}], 'www': [{'value': 'https://www.facebook.com/pages/leustache/843305979049917'}]}]","L'Eustache, Weisestraße 49, 12049 Berlin, Deutschland",Neukölln,12049,Tue-Sat: 18:00 - 23:00,european,french,4915750859998.0,,,
1171,1.0,4.6,583.0,52.4561328,13.3836647,libanon snack,[{'phone': [{'value': '+493075443330'}]}],"Libanon Snack, Tempelhofer Damm 222, 12099 Berlin, Deutschland","['Neukölln', 'Tempelhof', 'Mariendorf', 'Britz']",12099,Mon-Sun: 09:00 - 22:00,middle eastern,hotdog,493075443330.0,,,
1172,2.0,4.3,871.0,52.53255,13.3411146,lichtblick,"[{'phone': [{'value': '+49303951996'}, {'value': '+4949303951996', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'https://www.restaurant-lichtblick.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@restaurant-lichtblick.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Lichtblick, Birkenstraße 33, 10551 Berlin, Deutschland",Moabit,10551,Mon-Sun: 10:00 - 23:59,international,european,49303951996.0,,,
1173,2.0,4.5,391.0,52.4916807,13.4333052,life berlin,"[{'phone': [{'value': '+493023561730'}], 'www': [{'value': 'http://life-berlin.business.site', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.lifeberlin.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Life Berlin, Maybachufer 39, 12047 Berlin, Deutschland",Neukölln,12047,"Tue-Thu: 00:00 - 02:00, 18:00 - 23:59",asian,japanese,493023561730.0,,,
1174,,4.7,115.0,52.4961059,13.4224029,lila,"[{'phone': [{'value': '+491748455808'}], 'www': [{'value': 'http://www.lilarestaurant.com'}]}]","Lila Restaurant, Paul-Lincke-Ufer 39, 10999 Berlin, Deutschland",Kreuzberg,10999,Tue-Sun: 18:30 - 23:00,seafood,fusion,491748455808.0,,,
1175,2.0,4.5,321.0,52.49767019999999,13.3546569,limayra,"[{'phone': [{'value': '+493081031115'}], 'www': [{'value': 'http://www.limayra.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': 'limayra.de/pages/de/home.php', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@limayra.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]","Limayra, Maaßenstraße 11, 10777 Berlin, Deutschland","['Wilmersdorf', 'Schöneberg']",10777,Mon-Sun: 11:30 - 24:00,european,middle eastern,493081031115.0,,,
1176,2.0,4.3,47.0,52.52294370000001,13.3787096,lina,"[{'phone': [{'value': '+493028046401', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+49302849841970'}], 'www': [{'value': 'http://www.bistro-lina.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://www.restaurant-lina.de'}]}]","Restaurant - Lina, Charitéstraße 3, 10117 Berlin, Deutschland",Mitte,10117,Mon-Fri: 08:00 - 18:00,american,vegetarian,493028046401.0,,,
1177,2.0,4.0,180.0,52.5646707,13.5047882,linden grillhaus,[{'phone': [{'value': '+4915732353089'}]}],"Linden Grillhaus, Prerower Platz 12, 13051 Berlin, Deutschland","['Malchow', 'Alt-Hohenschönhausen', 'Wartenberg', 'Neu-Hohenschönhausen', 'Blankenburg', 'Stadtrandsiedlung Malchow']",13051,,american,amerikanisch - barbecue,4915732353089.0,,,
1178,2.0,4.2,408.0,52.422872,13.4342839,lindengarten,"[{'phone': [{'value': '+49306041122'}, {'value': '+4949306041122', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.linden-garten.de'}], 'email': [{'value': 'info@linden-garten.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Lindengarten, Alt-Buckow 15A, 12349 Berlin, Deutschland","['Britz', 'Buckow']",12349,Tue-Fri: 16:00 - 12:00,european,german,49306041122.0,,,
1179,2.0,4.6,81.0,52.4671961,13.3216665,lindners,"[{'phone': [{'value': '+493085407252'}], 'fax': [{'value': '030 85407353'}], 'www': [{'value': 'http://www.lindners-restaurant.de'}], 'email': [{'value': 'uwelindnerberlin@arcor.de'}]}]","Lindners Restaurant, Rheingaustraße 1, 12161 Berlin, Deutschland","['Friedenau', 'Steglitz']",12161,Mon-Sat: 16:00 - 22:30,european,german,493085407252.0,,,
1180,1.0,4.0,253.0,52.5060101,13.3799901,linh linh,"[{'phone': [{'value': '+493026101607'}], 'www': [{'value': 'http://www.linhlinhspezialitaet.de'}, {'value': 'https://www.facebook.com/linhlinhberlin/?ref=page_internal', 'categories': [{'id': '100-1000-0000'}]}]}]","Linh Linh, Stresemannstraße 105, 10963 Berlin, Deutschland","['Tiergarten', 'Kreuzberg']",10963,"Mon-Fri, Sun: 11:00 - 22:00",asian,japanese,493026101607.0,,,
1181,2.0,4.0,223.0,52.46672299999999,13.3299382,lino pizza,"[{'phone': [{'value': '+493052688870'}, {'value': '+493085733060'}], 'www': [{'value': 'http://www.linopizza.de'}, {'value': 'http://www.linopizzaberlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://www.dominos.de/filiale/de-berlinsteglitz-33912?y_source=1_MTUxNDQ5NDYtNzY5LWxvY2F0aW9uLndlYnNpdGU%3D', 'categories': [{'id': '100-1000-0000'}]}]}]","Lino Pizza, Rheinstraße 33, 12161 Berlin, Deutschland","['Friedenau', 'Steglitz']",12161,Mon-Sun: 11:00 - 23:00,european,italian,493052688870.0,,,
1182,2.0,4.3,318.0,52.5493706,13.3615831,linos barbecue,"[{'phone': [{'value': '+493055602977'}], 'www': [{'value': 'http://www.linosbbq.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Lino's Barbecue, Malplaquetstraße 43, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,Wed-Sun: 17:00 - 22:30,american,amerikanisch - barbecue,493055602977.0,,,
1183,2.0,4.5,804.0,52.5143861,13.4538898,lion burger,"[{'phone': [{'value': '+493029047619'}], 'www': [{'value': 'http://lionburger.business.site', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://lionburger.business.site/'}, {'value': 'http://www.lionburger.de', 'categories': [{'id': '100-1000-0009'}]}], 'email': [{'value': 'lionburgerberlin@gmail.com'}]}]","LION BURGER, Warschauer Straße 82, 10243 Berlin, Deutschland",Friedrichshain,10243,Mon-Sun: 11:30 - 24:00,american,fastfood,493029047619.0,,,
1184,,4.9,133.0,52.4901656,13.4031509,little ethiopia,,"Little Ethiopia, Gneisenaustraße 63, 10961 Berlin, Deutschland",Kreuzberg,10961,,european,european,,,,
1185,2.0,4.3,262.0,52.51402419999999,13.3956761,little green rabbit,"[{'www': [{'value': 'http://www.littlegreenrabbit.com', 'categories': [{'id': '100-1000-0006'}]}, {'value': 'http://www.littlegreenrabbit.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Little Green Rabbit, Turmstraße 26, 10559 Berlin, Deutschland",Moabit,10559,,european,turkish,,,,
1186,,2.7,11.0,52.58928,13.33868,little italy,"[{'phone': [{'value': '+493040639894'}, {'value': '+493041706160'}, {'value': '+493043730664'}, {'value': '+4941706160'}], 'fax': [{'value': '030 43730667'}], 'www': [{'value': 'http://italienischesrestaurantpizzalieferservice.u-city.org'}, {'value': 'http://www.l-italy.de'}, {'value': 'https://pizza.de/little-italy-berlin-wilhelmsruher-damm-148'}, {'value': 'little-italy-berlin.de'}, {'value': 'littleitalyberlin.de'}]}]","Little Italy, Wilhelmsruher Damm 148, 13439 Berlin, Deutschland","['Wittenau', 'Märkisches Viertel']",13439,Mon-Sun: 11:30 - 12:00,european,pizza,493040639894.0,,,
1187,,4.4,642.0,52.4922343,13.3895145,little tibet,"[{'phone': [{'value': '+493069004747'}], 'www': [{'value': 'http://little-tibet.de'}, {'value': 'http://www.little-tibet-berlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.little-tibet-berlin.de/site', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.restaurant-little-tibet.eatbu.com', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@little-tibet-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Little Tibet, Gneisenaustraße 6, 10961 Berlin, Deutschland",Kreuzberg,10961,Tue-Sun: 14:00 - 23:30,asian,thai,493069004747.0,,,
1188,,4.4,60.0,52.5191714,13.2993438,little tokyo,[{'phone': [{'value': '+493085400897'}]}],"Little Tokyo, Kaiser-Friedrich-Straße 1, 10585 Berlin, Deutschland",Charlottenburg,10585,Tue-Sun: 12:00 - 23:30,asian,japanese,493085400897.0,,,
1189,,0.0,0.0,52.5047135,13.3536697,lochner,"[{'phone': [{'value': '+493023005220'}], 'fax': [{'value': '030 23004021'}], 'www': [{'value': 'http://www.lochner-restaurant.de'}], 'email': [{'value': 'info@lochner-restaurant.de'}]}]","Lochner, Lützowplatz 5, 10785 Berlin, Deutschland","['Tiergarten', 'Schöneberg', 'Kreuzberg']",10785,Tue-Sun: 18:00 - 21:30,european,italian,493023005220.0,,,
1190,3.0,4.6,164.0,52.4902549,13.349329,lochner weinwirtschaft,"[{'phone': [{'value': '+493023005220'}], 'www': [{'value': 'http://lochner-restaurant.de'}, {'value': 'http://www.lochner-weinwirtschaft.de'}], 'email': [{'value': 'mail@lochner-weinwirtschaft.de'}]}]","Lochner Weinwirtschaft, Eisenacher Straße 86, 10781 Berlin, Deutschland",Schöneberg,10781,Tue-Sun: 16:00 - 00:30,european,german,493023005220.0,,,
1191,3.0,4.6,234.0,52.495131,13.4263501,lode  stijn,"[{'phone': [{'value': '+493065214507'}], 'www': [{'value': 'http://www.lode-stijn.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0000'}]}], 'email': [{'value': 'reservation@lode-stijn.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Lode & Stijn, Lausitzer Straße 25, 10999 Berlin, Deutschland",Kreuzberg,10999,Tue-Sat: 18:00 - 22:30,european,italian,493065214507.0,,,
1192,1.0,4.3,447.0,52.5036231,13.3429374,loggia,"[{'phone': [{'value': '+493021912101'}], 'www': [{'value': 'http://www.facebook.com/Loggia-179819582098392', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.loggia-berlin.de', 'categories': [{'id': '100-1100-0000'}]}, {'value': 'http://www.ristorante-loggia.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Loggia, Ansbacher Straße 11, 10787 Berlin, Deutschland","['Tiergarten', 'Charlottenburg', 'Schöneberg']",10787,Mon-Fri: 11:00 - 23:00,european,italian,493021912101.0,,,
1193,,4.6,60.0,52.4875057,13.3737411,lok6,"[{'phone': [{'value': '+493057792779'}], 'www': [{'value': 'http://lok6.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'hello@lok6.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Lok6, Am Lokdepot 6, 10965 Berlin, Deutschland","['Schöneberg', 'Kreuzberg', 'Neukölln', 'Tempelhof']",10965,Tue-Sat: 12:00 - 20:30,european,brunch,493057792779.0,,,
1194,2.0,4.4,643.0,52.52788229999999,13.3947796,lokal,"[{'phone': [{'value': '+493028449500'}], 'www': [{'value': 'http://lokal-berlin.blogspot.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://lokal-berlin.blogspot.de'}], 'email': [{'value': 'kontakt@marenthimm.de'}, {'value': 'reservierung@lokal-berlin.com', 'categories': [{'id': '100-1000-0000'}]}]}]","Lokal, Linienstraße 160, 10115 Berlin, Deutschland",Mitte,10115,Mon-Sun: 17:00 - 24:00,european,german,493028449500.0,,,
1195,1.0,4.0,110.0,52.5412498,13.3702533,lokman hekim,[{'phone': [{'value': '+493046603141'}]}],"Lokman Hekim, Reinickendorfer Straße 7, 13347 Berlin, Deutschland","['Wedding', 'Gesundbrunnen']",13347,Mon-Fri: 11:30 - 22:00,european,middle eastern,493046603141.0,,,
1196,2.0,4.6,287.0,52.5518699,13.410824,lola was here,"[{'phone': [{'value': '+491728707515', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': '+493044717120'}], 'www': [{'value': 'http://www.facebook.com/lolawashere.cafe', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.lolawashere.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': 'http://www.lolawashere.de/#!', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Lola Was Here, Seelower Straße 8, 10439 Berlin, Deutschland","['Prenzlauer Berg', 'Pankow']",10439,Mon-Sun: 10:00 - 18:00,european,japanese,491728707515.0,,,
1197,,4.6,71.0,52.5073483,13.3137985,lolivo,"[{'phone': [{'value': '+493032303997'}], 'www': [{'value': 'http://ristorantelolivo.foodpearl.com'}, {'value': 'https://www.facebook.com/RistorranteLOlivoBerlin'}]}]","Ristorante L'Olivo, Leibnizstraße 74, 10625 Berlin, Deutschland",Charlottenburg,10625,Mon-Sat: 17:00 - 23:00,european,mediterranean,493032303997.0,,,
1198,1.0,4.4,263.0,52.4576424,13.3844144,long,"[{'phone': [{'value': '+493071577910'}], 'www': [{'value': 'http://longtempelhof.de'}]}]","Long, Tempelhofer Damm 205, 12099 Berlin, Deutschland","['Neukölln', 'Tempelhof', 'Mariendorf', 'Britz']",12099,Mon-Sat: 11:30 - 23:00,asian,japanese,493071577910.0,,,
1199,3.0,4.2,764.0,52.5029596,13.4310297,long march canteen,"[{'phone': [{'value': '+491788849599'}], 'mobile': [{'value': '+491788849599'}], 'www': [{'value': 'http://www.longmarchcanteen.com'}], 'email': [{'value': 'info@longmarchcanteen.com'}]}]","Long March Canteen, Wrangelstraße 20, 10997 Berlin, Deutschland",Kreuzberg,10997,Mon-Sun: 18:00 - 23:59,asian,chinese,491788849599.0,,,
1200,2.0,4.2,258.0,52.4769647,13.2881194,looms,"[{'phone': [{'value': '+493030642682'}], 'www': [{'value': 'http://www.looms-berlin.de', 'categories': [{'id': '100-1000-0000'}]}]}]","Looms Restaurant, Berkaer Straße 40, 14199 Berlin, Deutschland","['Wilmersdorf', 'Grunewald', 'Schmargendorf']",14199,Mon-Sun: 09:00 - 24:00,european,german,493030642682.0,,,
1201,2.0,4.5,561.0,52.5434113,13.4145301,lorbeer,"[{'phone': [{'value': '+493026349330'}], 'www': [{'value': 'https://app.resmio.com/lorberth/menu-widget', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://app.resmio.com/lorberth/widget', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://restaurantlorbeer.de'}], 'email': [{'value': 'info@restaurantlorbeer.de', 'categories': [{'id': '100-1000-0001'}]}, {'value': 'restaurantlorbeer@gmail.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]","Restaurant Lorbeer, Pappelallee 77, 10437 Berlin, Deutschland",Prenzlauer Berg,10437,Mon-Sun: 10:00 - 23:59,european,german,493026349330.0,,,
1202,,4.2,250.0,52.5058535,13.4419539,loretta an der spree,"[{'phone': [{'value': '+493080105331'}], 'www': [{'value': 'http://www.loretta-spree.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://www.loretta-berlin.de'}]}]","Loretta an der Spree, Mildred-Harnack-Straße 11, 10243 Berlin, Deutschland",Friedrichshain,10243,,european,german,493080105331.0,,,
