,Unnamed: 0,name,distance,contacts,chains,lon,lat,full_address,district,zip_code,street,house_nr,opening_hours,food_type,food_type_2,phone
16,16,Purino,183,[{'phone': [{'value': '+4921618394555'}]}],,13.32931,52.50189,"Purino, Meinekestraße 23, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,23,Mon-Thu: 11:30 - 23:00,Italienisch,NaN,+4921618394555
17,17,Bonfile Grillhaus,184,[{'phone': [{'value': '+493065772708'}]}],,13.33075,52.50293,"Bonfile Grillhaus, Joachimsthaler Straße 10, 10719 Berlin, Deutschland",Charlottenburg,10719,Joachimsthaler Straße,10,Mon-Sat: 10:00 - 23:00,Türkisch,NaN,+493065772708
21,21,Tresecondi,184,"[{'phone': [{'value': '+491633344477', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}]}, {'value': '+4930887103878'}], 'www': [{'value': 'http://tresecondi.de'}]}]",,13.33075,52.50293,"Tresecondi, Joachimsthaler Straße 10, 10719 Berlin, Deutschland",Charlottenburg,10719,Joachimsthaler Straße,10,Mon-Sun: 11:00 - 21:00,Italienisch,NaN,+491633344477
22,22,Est.,186,"[{'phone': [{'value': '+493084511778'}], 'www': [{'value': 'http://www.est-restaurant.de'}]}]",,13.3292,52.50118,"Est., Meinekestraße 20, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,20,Mon-Sat: 11:30 - 23:00,Asiatisch,Japanisch,+493084511778
23,23,Luardi,190,"[{'phone': [{'value': '+493088718468'}], 'www': [{'value': 'http://www.luardi-berlin.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'https://luardi.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32934,52.50212,"Luardi, Meinekestraße 24, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,24,Mon-Sat: 11:00 - 24:00,Italienisch,Europäisch,+493088718468
24,24,Waffle World,190,,,13.32934,52.50212,"Waffle World, Meinekestraße 24, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,24,Mon-Sat: 11:00 - 21:00,NaN,NaN,NaN
25,25,Augsburger Stübchen,191,"[{'phone': [{'value': '+493023623331'}], 'www': [{'value': 'http://augsburger-stubchen.placestars.com'}]}]",,13.33473,52.50156,"Augsburger Stübchen, Augsburger Straße 29, 10789 Berlin, Deutschland",Charlottenburg,10789,Augsburger Straße,29,Mon-Sun: 09:30 - 23:30,NaN,NaN,+493023623331
26,26,Asia Land,191,"[{'phone': [{'value': '+49302133333'}, {'value': '+4949302133333', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.asia-kudamm.de'}]}]",,13.33473,52.50156,"Asia Land, Augsburger Straße 29, 10789 Berlin, Deutschland",Charlottenburg,10789,Augsburger Straße,29,Mon-Fri: 11:30 - 22:00,Fastfood,NaN,+49302133333
27,27,Stuzzico Pizza Bar & M,191,"[{'phone': [{'value': '+493023605955'}], 'www': [{'value': 'http://www.stuzzico.de'}]}]",,13.33473,52.50156,"Stuzzico Pizza Bar & M, Augsburger Straße 29, 10789 Berlin, Deutschland",Charlottenburg,10789,Augsburger Straße,29,"Mon-Fri: 11:30 - 15:00, 18:00 - 22:00",Italienisch,NaN,+493023605955
28,28,Salut Mediterranean Food & Catering,191,"[{'phone': [{'value': '+493027575978'}], 'www': [{'value': 'http://www.salutberlin.de'}]}]",,13.33473,52.50156,"Salut Mediterranean Food & Catering, Augsburger Straße 29, 10789 Berlin, Deutschland",Charlottenburg,10789,Augsburger Straße,29,Mon-Fri: 12:00 - 17:00,Mediterran,Nahöstlich,+493027575978
29,29,Ristorante Arlecchino,199,"[{'phone': [{'value': '+49308812563'}, {'value': '+4949308812563', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 82070761', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'arlecchino-ristorante.de', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.ristorante-arlecchino.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'reservierung@arlecchino-restaurante.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32938,52.50235,"Ristorante Arlecchino, Meinekestraße 25, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,25,Mon-Sun: 11:30 - 23:59,Italienisch,Europäisch,+49308812563
30,30,Enjoy Berlin,199,"[{'phone': [{'value': '+4917641852122', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': '+491778444027'}]}]",,13.32938,52.50235,"Enjoy Berlin, Meinekestraße 25, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,25,Mon-Sat: 09:00 - 20:00,Brunch,NaN,+4917641852122
31,31,Zum Patzenhofer,212,"[{'phone': [{'value': '+49308821135'}, {'value': '+4949308821135'}], 'fax': [{'value': '030 8846288', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://zum-patzenhofer-berlin.xregional.de'}, {'value': 'https://www.facebook.com/pages/Zum-Patzenhofer/110659392376688'}]}]",,13.32942,52.50259,"Zum Patzenhofer, Meinekestraße 26, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,26,Mon-Sat: 11:00 - 02:00,Deutsch,Europäisch,+49308821135
32,32,Meineke7 Gastronomie,214,"[{'phone': [{'value': '+493085730763', 'categories': [{'id': '100-1000-0000'}, {'id': '700-7200-0264'}]}, {'value': '+49308833321'}], 'www': [{'value': 'http://diekmann-restaurants.de', 'categories': [{'id': '100-1000-0000'}, {'id': '500-5000-0000'}]}, {'value': 'http://www.chalet-suisse.de', 'categories': [{'id': '700-7200-0264'}]}], 'email': [{'value': 'hjbatzer@freenet.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32875,52.50134,"Meineke7 Gastronomie, Meinekestraße 7, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,7,Mon-Fri: 12:00 - 12:00,NaN,NaN,+493085730763
33,33,Diekmann,214,"[{'phone': [{'value': '+49308833321'}, {'value': '+4949308833321', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 88553159', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://diekmann-restaurants.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'meineke@diekmann-restaurant.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32875,52.50134,"Diekmann, Meinekestraße 7, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,7,Mon-Sun: 08:00 - 16:00,NaN,NaN,+49308833321
34,34,Aroma Espresso Bar,214,,,13.32875,52.50134,"Aroma Espresso Bar, Meinekestraße 7, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,7,Mon-Fri: 07:00 - 22:00,Sandwiches,NaN,NaN
35,35,Gasthaus Krombach,218,"[{'phone': [{'value': '+49308818602'}, {'value': '+4949308818602', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 88678675', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.gasthaus-krombach.de', 'categories': [{'id': '100-1000-0000'}, {'id': '500-5000-0000'}]}], 'email': [{'value': 'gasthauskrombach@googlemail.com', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32886,52.50207,"Gasthaus Krombach, Meinekestraße 4, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,4,Mon-Sun: 08:00 - 23:30,Deutsch,Europäisch,+49308818602
36,36,Sueno,218,"[{'phone': [{'value': '+493055602762'}, {'value': '+493088916408'}], 'www': [{'value': 'http://www.sueno-steakhouse.de'}]}]",,13.32886,52.50207,"Sueno, Meinekestraße 4, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,4,Mon-Sun: 11:00 - 23:45,Steakhaus,Argentinisch,+493055602762
37,37,Die Kleine Philharmonie,221,"[{'phone': [{'value': '+49308831102', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493088727483'}, {'value': '+49493088727483', 'categories': [{'id': '200-2000-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'http://www.diekleinephilharmonie.com', 'categories': [{'id': '200-2000-0000'}, {'id': '200-2000-0011'}]}, {'value': 'http://www.diekleinephilharmonie.eu', 'categories': [{'id': '200-2000-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@diekleinephilharmonie.eu', 'categories': [{'id': '200-2000-0011'}]}]}]",,13.33032,52.49969,"Die Kleine Philharmonie, Schaperstraße 14, 10719 Berlin, Deutschland",Wilmersdorf,10719,Schaperstraße,14,Tue-Sun: 19:00 - 23:59,International,NaN,+49308831102
38,38,Café Piter,221,"[{'phone': [{'value': '+493088719230'}], 'www': [{'value': 'http://www.cafe-piter.de', 'categories': [{'id': '100-1100-0010'}]}]}]",,13.33032,52.49969,"Café Piter, Schaperstraße 14, 10719 Berlin, Deutschland",Wilmersdorf,10719,Schaperstraße,14,Mon-Fri: 09:00 - 20:00,Russisch,Europäisch,+493088719230
39,39,Grand Cru,225,"[{'phone': [{'value': '+4930884430'}, {'value': '+493088443608', 'categories': [{'id': '100-1000-0008'}, {'id': '200-2000-0011'}]}, {'value': '+493088443900', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0008'}]}], 'fax': [{'value': '030 8824726', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.hotel-residenz.com', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.hotel-residenz.com/vinothek_weinbar_berlin.aspx', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@hotel-residenz.com', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32869,52.50094,"Grand Cru, Meinekestraße 9, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,9,Mon-Sun: 11:30 - 22:30,NaN,NaN,+4930884430
40,40,Meineke 27,226,"[{'phone': [{'value': '+493045957960', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493088914350'}], 'fax': [{'value': '030 88914351', 'categories': [{'id': '100-1000-0009'}]}], 'www': [{'value': 'http://meineke-restaurant.de/wp2', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.imbiss-meineke27.de', 'categories': [{'id': '100-1000-0009'}]}, {'value': 'https://www.facebook.com/pages/Meineke-27/156719897694358', 'categories': [{'id': '100-1000-0009'}]}]}]",,13.32945,52.50281,"Meineke 27, Meinekestraße 27, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,27,Mon-Sat: 09:00 - 02:00,Deutsch,Indonesisch,+493045957960
41,41,Mine Wine,231,"[{'phone': [{'value': '+493088926363'}], 'www': [{'value': 'http://minerestaurant.de'}], 'email': [{'value': 'office@minerestaurant.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0002'}]}, {'value': 'superjob@minerestaurant.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32866,52.50079,"Mine Wine, Meinekestraße 10, 10719 Berlin, Deutschland",Charlottenburg,10719,Meinekestraße,10,Mon-Sun: 17:30 - 24:00,Italienisch,Europäisch,+493088926363
42,42,La Piazza Mario Due,235,"[{'phone': [{'value': '+49303132625'}], 'fax': [{'value': '030 31800984', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.lapiazza-nuovomario.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@lapiazza-nuovomario.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.33538,52.5013,"La Piazza Mario Due, Augsburger Straße 25, 10789 Berlin, Deutschland",Charlottenburg,10789,Augsburger Straße,25,"Mon-Thu, Sun: 11:00 - 13:00",NaN,NaN,+49303132625
43,43,Cafe Clave,235,"[{'phone': [{'value': '+4917632569887'}], 'www': [{'value': 'https://www.facebook.com/Caf%C3%A9-Clave-1829739383979657', 'categories': [{'id': '100-1100-0010'}]}]}]",,13.33538,52.5013,"Cafe Clave, Augsburger Straße 25, 10789 Berlin, Deutschland",Charlottenburg,10789,Augsburger Straße,25,Mon-Sat: 08:00 - 22:00,Europäisch,Französisch,+4917632569887
44,44,Alt Berliner Biersalon,237,"[{'phone': [{'value': '+49308843990'}, {'value': '+4949308843990', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'fax': [{'value': '030 88439930', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'www': [{'value': 'http://www.alt-berliner-biersalon.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': 'http://www.alt-berliner-biersalon.de/index.php/2012-02-29-09-44-23', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://www.altberlinerbiersalon.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'alt-berliner@beersaloon.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]",,13.33011,52.50326,"Alt Berliner Biersalon, Kurfürstendamm 225, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,225,Mon-Sun: 00:00 - 24:00,NaN,NaN,+49308843990
45,45,Beersaloon am Ku'Damm,237,"[{'phone': [{'value': '+49308843990'}], 'www': [{'value': 'http://www.alt-berliner-biersalon.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]",,13.33011,52.50326,"Beersaloon am Ku'Damm, Kurfürstendamm 225, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,225,Mon: 11:15 - 23:59,NaN,NaN,+49308843990
46,46,Soupkultur,244,"[{'phone': [{'value': '+493088629282'}, {'value': '+4949304268319', 'categories': [{'id': '100-1000-0009'}]}], 'www': [{'value': 'http://www.soupkultur.de'}], 'email': [{'value': 'soupkultur@uumail.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32973,52.50318,"Soupkultur, Kurfürstendamm 224, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,224,Mon-Sat: 12:00 - 18:30,Suppen,Amerikanisch,+493088629282
47,47,Hard Rock CAFE Berlin,244,"[{'phone': [{'value': '+4930884620'}], 'fax': [{'value': '030 8846288'}], 'www': [{'value': 'http://www.hardrock.com'}, {'value': 'http://www.hardrock.com/cafes/berlin'}, {'value': 'http://www.hardrock.com/locations/cafes3/menu.aspx?LocationID=573&MIBenumID=3'}], 'email': [{'value': 'berlin_events@hardrock.com'}, {'value': 'berlinsales@hardrock.com'}]}]","[{'id': '1545', 'name': 'Hard Rock CAFE'}]",13.32973,52.50318,"Hard Rock CAFE Berlin, Kurfürstendamm 224, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,224,"Mon-Thu, Sun: 10:00 - 01:00",Amerikanisch,NaN,+4930884620
48,48,Häagen-Dazs,244,"[{'phone': [{'value': '+49308821207'}, {'value': '+4949308821207', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '600-6300-0064'}]}], 'www': [{'value': 'https://haagen-dazs.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}]}, {'value': 'https://www.haagen-dazs.de/shop/berlin/kurfürstendamm', 'categories': [{'id': '600-6300-0064'}]}, {'value': 'http://genmills.net/4908uo', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '600-6300-0244'}]}, {'value': 'https://www.haagen-dazs.de/shop/berlin/kurfürstendamm', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0010'}, {'id': '600-6300-0244'}]}]}]",,13.32973,52.50318,"Häagen-Dazs, Kurfürstendamm 224, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,224,Mon-Sun: 13:00 - 21:00,International,Eis,+49308821207
50,50,Berliner Stube,258,"[{'phone': [{'value': '+493021270'}, {'value': '+49302127708'}, {'value': '+4949302127751'}], 'fax': [{'value': '030 2127117'}], 'www': [{'value': 'http://de.steigenberger.com/Berlin/Steigenberger-Hotel-Berlin/Restaurants-Bars'}, {'value': 'http://www.berlin.steigenberger.de'}, {'value': 'http://www.steigenberger.com/hotels/alle-hotels/deutschland/berlin/steigenberger-hotel-berlin/restaurants-bars'}], 'email': [{'value': 'berlin@steigenberger.de'}]}]",,13.33524,52.50256,"Berliner Stube, Los-Angeles-Platz 1, 10789 Berlin, Deutschland",Charlottenburg,10789,Los-Angeles-Platz,1,Mon-Sat: 18:00 - 23:00,Deutsch,Europäisch,+493021270
51,51,Parksalon,258,"[{'phone': [{'value': '+49302127708'}, {'value': '+4949302127708'}], 'www': [{'value': 'http://de.steigenberger.com/Berlin/Steigenberger-Hotel-Berlin/Restaurants-Bars'}, {'value': 'http://www.steigenberger.com/hotels/alle-hotels/deutschland/berlin/steigenberger-hotel-berlin/restaurants-bars'}]}]",,13.33524,52.50256,"Parksalon, Los-Angeles-Platz 1, 10789 Berlin, Deutschland",Charlottenburg,10789,Los-Angeles-Platz,1,Mon-Fri: 06:30 - 10:30,Britisch,Deutsch,+49302127708
53,53,Pianobar,258,"[{'phone': [{'value': '+493021270'}, {'value': '+49302127752'}, {'value': '+4949302127752', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 2127117'}], 'www': [{'value': 'http://www.steigenberger.com/Berlin'}, {'value': 'https://www.steigenberger.com', 'categories': [{'id': '200-2000-0011'}]}]}]",,13.33524,52.50256,"Pianobar, Los-Angeles-Platz 1, 10789 Berlin, Deutschland",Charlottenburg,10789,Los-Angeles-Platz,1,Mon-Sun: 10:00 - 14:00,Deutsch,International,+493021270
54,54,Burger de Ville & Co.,267,,,13.33035,52.50364,"Burger de Ville & Co., Joachimsthaler Platz, 10719 Berlin, Deutschland",Charlottenburg,10719,Joachimsthaler Platz,NaN,NaN,NaN,NaN,NaN
56,56,Quicheria.Berlin,272,"[{'phone': [{'value': '+493076285970'}], 'www': [{'value': 'http://www.quicheria.berlin'}]}]",,13.33276,52.50382,"Quicheria.Berlin, Kurfürstendamm 231, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,231,NaN,Französisch,NaN,+493076285970
57,57,Gelatomondo,272,"[{'phone': [{'value': '+4915140003308'}], 'www': [{'value': 'http://www.gelatomondo.de'}]}]",,13.33276,52.50382,"Gelatomondo, Kurfürstendamm 231, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,231,NaN,Eis,NaN,+4915140003308
58,58,Rosticceria.Berlin,272,[{'phone': [{'value': '+493076285970'}]}],,13.33276,52.50382,"Rosticceria.Berlin, Kurfürstendamm 231, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,231,Mon-Sat: 10:00 - 20:00,Italienisch,NaN,+493076285970
59,59,Karstadt Restaurant,272,"[{'phone': [{'value': '+4930880030', 'categories': [{'id': '100-1000-0000'}]}, {'value': '+493088003397'}, {'value': '+493088682403', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}], 'www': [{'value': 'http://www.karstadt.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0007'}]}, {'value': 'http://www.lebuffet.de', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}, {'value': 'https://galeria-restaurant.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.33276,52.50382,"Karstadt Restaurant, Kurfürstendamm 231, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,231,Mon-Sat: 10:00 - 20:00,Europäisch,Deutsch,+4930880030
60,60,Brenner bei Perfetto,272,"[{'phone': [{'value': '+493088003450'}, {'value': '+493088003500'}, {'value': '+494903088003450'}], 'www': [{'value': 'http://www.restaurant-brenner.de'}]}]",,13.33276,52.50382,"Brenner bei Perfetto, Kurfürstendamm 231, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,231,Mon-Sat: 11:30 - 19:30,Deutsch,International,+493088003450
61,61,Falafel Salam,274,"[{'phone': [{'value': '+491794618996'}, {'value': '+49308813461'}, {'value': '+4949308813461', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://falafelsalamberlin.eatbu.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}, {'value': 'http://falafelsalamberlin.eatbu.com/#home', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0009'}]}], 'email': [{'value': 'falafel-salam@web.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.33436,52.50339,"Falafel Salam, Rankestraße 3, 10789 Berlin, Deutschland",Charlottenburg,10789,Rankestraße,3,Mon-Sat: 11:00 - 20:00,Nahöstlich,Libanesisch,+491794618996
62,62,Upper Burger Grill,274,"[{'phone': [{'value': '+493055221733', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1000-0009'}, {'id': '100-1100-0000'}]}, {'value': '+493055521713'}], 'www': [{'value': 'http://www.upperburgergrill.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1000-0001'}, {'id': '100-1100-0000'}, {'id': '200-2000-0011'}]}], 'email': [{'value': 'info@upperburgergrill.com', 'categories': [{'id': '100-1000-0000'}, {'id': '100-1100-0000'}]}]}]",,13.33436,52.50339,"Upper Burger Grill, Rankestraße 3, 10789 Berlin, Deutschland",Charlottenburg,10789,Rankestraße,3,Mon-Sun: 12:00 - 23:00,Burger,Amerikanisch,+493055221733
63,63,Heising,283,"[{'phone': [{'value': '+49302133952'}, {'value': '+4949302133952', 'categories': [{'id': '100-1000-0000'}]}], 'fax': [{'value': '030 3024186', 'categories': [{'id': '100-1000-0000'}]}], 'www': [{'value': 'http://www.restaurant-heising.de', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'b.heising@gmx.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.33488,52.50322,"Heising, Rankestraße 32, 10789 Berlin, Deutschland",Charlottenburg,10789,Rankestraße,32,Mon-Sun: 19:00 - 23:45,Französisch,Europäisch,+49302133952
65,65,Saami,299,"[{'phone': [{'value': '+493091492933'}], 'www': [{'value': 'http://www.saami-restaurant.de/'}, {'value': 'https://www.saami-restaurant.de'}], 'email': [{'value': 'info@saami-restaurant.de'}]}]",,13.331,52.50406,"Saami, Kurfürstendamm 19, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,19,Mon-Sun: 11:30 - 21:00,Asiatisch,Indisch,+493091492933
66,66,Ranke 2,299,"[{'phone': [{'value': '+49308838882'}, {'value': '+4949308838882'}], 'www': [{'value': 'http://www.ranke2.de'}]}]",,13.33456,52.50358,"Ranke 2, Rankestraße 2, 10789 Berlin, Deutschland",Charlottenburg,10789,Rankestraße,2,Mon-Sun: 11:00 - 01:00,Deutsch,NaN,+49308838882
67,67,Madami,299,"[{'phone': [{'value': '+493088473866'}], 'www': [{'value': 'http://www.madami-restaurant.de'}], 'email': [{'value': 'mama@madami-restaurant.de'}]}]",,13.33456,52.50358,"Madami, Rankestraße 2, 10789 Berlin, Deutschland",Charlottenburg,10789,Rankestraße,2,Mon-Sun: 12:00 - 23:00,Vietnamesisch,Asiatisch,+493088473866
68,68,Avanti,299,"[{'phone': [{'value': '+49308835240'}, {'value': '+493088629181'}, {'value': '+4949308835240'}], 'fax': [{'value': '030 8860784'}], 'www': [{'value': 'http://www.dubai-group-gastronomie.de'}, {'value': 'http://www.ristorante-avanti.de'}], 'email': [{'value': 'info@dubai-group-gastronomie.de'}, {'value': 'info@ristorante-avanti.de'}]}]",,13.33456,52.50358,"Avanti, Rankestraße 2, 10789 Berlin, Deutschland",Charlottenburg,10789,Rankestraße,2,Mon-Sun: 10:00 - 13:00,Italienisch,Europäisch,+49308835240
69,69,Restaurant Outlook,299,"[{'phone': [{'value': '+4930818251115'}], 'www': [{'value': 'http://www.lindner.de'}, {'value': 'http://www.lindner.de/berlin-hotel-am-kudamm/essen/fruehstuecksrestaurant-outlook.html', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'restaurant.berlin@lindner.de', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.32951,52.50369,"Restaurant Outlook, Kurfürstendamm 24, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,24,Mon-Fri: 06:30 - 10:30,NaN,NaN,+4930818251115
71,71,Ho Lin Wah,300,"[{'phone': [{'value': '+49308821171'}, {'value': '+4949308821171'}], 'www': [{'value': 'http://www.facebook.com/pages/China-Restaurant-Ho-Lin-Wah/153314071375731'}]}]",,13.32812,52.50283,"Ho Lin Wah, Kurfürstendamm 218, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,218,Mon-Sun: 12:00 - 23:00,Asiatisch,Chinesisch,+49308821171
72,72,B2gether Café,301,"[{'phone': [{'value': '+493022357449', 'categories': [{'id': '100-1100-0010'}]}, {'value': '+493022358051'}, {'value': '+493085623623', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0000'}, {'id': '700-7400-0285'}]}], 'www': [{'value': 'http://www.b2gether.cafe', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0000'}, {'id': '700-7400-0285'}]}]}]",,13.33107,52.49877,"B2gether Café, Bundesallee 220, 10719 Berlin, Deutschland",Wilmersdorf,10719,Bundesallee,220,Mon-Fri: 08:00 - 20:00,NaN,NaN,+493022357449
73,73,Sale E Pepe,303,"[{'phone': [{'value': '+493026107390'}], 'www': [{'value': 'http://ristorante-salepepe.de'}]}]",,13.33596,52.50027,"Sale E Pepe, Nürnberger Straße 28, 10789 Berlin, Deutschland",Charlottenburg,10789,Nürnberger Straße,28,Mon-Sat: 11:30 - 24:00,Pizza,Europäisch,+493026107390
74,74,Deli House,303,"[{'phone': [{'value': '+493023632205'}], 'www': [{'value': 'http://Deli-House.berlin', 'categories': [{'id': '100-1000-0000'}]}, {'value': 'http://deli-house.metro.rest', 'categories': [{'id': '100-1000-0000'}]}]}]",,13.33596,52.50027,"Deli House, Nürnberger Straße 28, 10789 Berlin, Deutschland",Charlottenburg,10789,Nürnberger Straße,28,Mon-Sun: 12:00 - 22:00,Asiatisch,Chinesisch,+493023632205
75,75,Ristorante Via Condotti,304,"[{'phone': [{'value': '+493088677897'}], 'fax': [{'value': '030 88677899'}], 'www': [{'value': 'http://www.viacondotti-berlin.de'}], 'email': [{'value': 'info@viacondotti-berlin.de'}]}]",,13.32757,52.50215,"Ristorante Via Condotti, Fasanenstraße 73, 10719 Berlin, Deutschland",Charlottenburg,10719,Fasanenstraße,73,Mon-Sun: 12:00 - 23:59,Italienisch,Pizza,+493088677897
76,76,Grace,306,"[{'phone': [{'value': '+4930884370'}, {'value': '+493088437750'}], 'www': [{'value': 'http://www.grace-berlin.com', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': 'http://www.hotelzoo.de', 'categories': [{'id': '200-2000-0011'}]}, {'value': 'http://www.hotelzoo.de/food-drink/restaurant-grace', 'categories': [{'id': '100-1000-0000'}]}], 'email': [{'value': 'info@gogaertchen.com', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}, {'value': 'info@hotelzoo.de', 'categories': [{'id': '100-1000-0000'}, {'id': '200-2000-0011'}]}]}]",,13.32917,52.50362,"Grace, Kurfürstendamm 25, 10719 Berlin, Deutschland",Charlottenburg,10719,Kurfürstendamm,25,Tue-Thu: 19:00 - 23:00,Asiatisch,International,+4930884370
77,77,Cadadia,309,"[{'phone': [{'value': '+493023637971'}], 'www': [{'value': 'http://www.cadadia.com'}]}]",,13.33634,52.50209,"Cadadia, Marburger Straße 12, 10789 Berlin, Deutschland",Charlottenburg,10789,Marburger Straße,12,Mon-Fri: 09:00 - 18:00,Deutsch,Suppen,+493023637971
